amp,mun_name,New name,logo,Facebook ,Website,amp_name,cwt_name,area,area_name,cwt,mun,mun_tao_n,type,muni_code,reg,reg_name,tam,tam_name,tao,tao_code,tao_name,objectid,SHAPE__Len,SHAPE__Are,globalid,Column 1
9,กรุงเทพมหานคร,,https://upload.wikimedia.org/wikipedia/commons/7/7b/Seal_of_Bangkok_Metro_Authority.png,https://www.facebook.com/bangkokbma,https://www.bangkok.go.th/,พระโขนง,กรุงเทพมหานคร,1,ในเขตเทศบาล,10,0,กรุงเทพมหานคร,,101000,1,กรุงเทพมหานคร,5,บางจาก,,,,1431,275466.8592,1676093199,{0195C650-4BC7-4D5C-9EC0-044C2E783ABC},
1,เทศบาลตำบล ก.ม. 5,,https://lh5.googleusercontent.com/proxy/xe6fRSMu6CrtVEENRb8aQ0-wylKQ--N67kthZvrTYJpMW9pT-YmzmCjhW7OERazAxon7VUQtLU-zxsWUeQVSBZX6Q2Sth1_k,https://www.facebook.com/profile.php?id=100069231638919,http://www.kormorha.go.th/,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,1,ในเขตเทศบาล,77,997,เทศบาลตำบล ก.ม. 5,เทศบาลตำบล,771997,2,กลาง,5,อ่าวน้อย,,,,466,21235.95973,15880464.72,{B4A13078-F482-411C-96F0-3B7F215C9C40},
12,เทศบาลตำบลกกกุง,,https://kokkung.go.th/UserFiles/Image/2022/tsb.gif,https://www.facebook.com/Kokkungmunicipality,https://www.kokkung.go.th/index.php,เมืองสรวง,ร้อยเอ็ด,1,ในเขตเทศบาล,45,957,เทศบาลตำบลกกกุง,เทศบาลตำบล,451957,6,ตะวันออกเฉียงเหนือ,4,กกกุง,,,,2061,24963.02881,29377327.48,{1ED9693D-B86D-4C60-9BEC-AD7D37949053},
1,เทศบาลตำบลกกโก,,https://kokko.go.th/wp-content/uploads/2023/02/logo.png,https://www.facebook.com/profile.php?id=100051715039642,https://kokko.go.th/,เมืองลพบุรี,ลพบุรี,1,ในเขตเทศบาล,16,979,เทศบาลตำบลกกโก,เทศบาลตำบล,161979,2,กลาง,3,กกโก,,,,1709,20322.16823,16464175.5,{0441874C-D43C-4564-BBEC-353A04A37549},
4,เทศบาลตำบลกกตูม,,https://www.kktum.go.th/index/add_file/vCZl8beTue60620.png,https://www.facebook.com/profile.php?id=100083305778728,https://www.kktum.go.th/index/,ดงหลวง,มุกดาหาร,1,ในเขตเทศบาล,49,979,เทศบาลตำบลกกตูม,เทศบาลตำบล,491979,6,ตะวันออกเฉียงเหนือ,3,กกตูม,,,,1458,106033.3928,420264299.9,{A6BD1142-FA9E-4407-8206-4D7DCA60685B},
4,เทศบาลตำบลกงไกรลาศ,,https://scontent.fcnx3-1.fna.fbcdn.net/v/t39.30808-6/332743732_1226153808332728_578844657571457867_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=6ee11a&_nc_ohc=o0816ZYps94Q7kNvgEhYvY_&_nc_oc=Adnt3u7Cui8P5T-V_rxDC-jAy0aGx6Jw0XFrq3Sf-gsvijr7antZR3FzqJ2Beze4fVc&_nc_zt=23&_nc_ht=scontent.fcnx3-1.fna&_nc_gid=tEn1tG99neWTjBha2uzqvw&oh=00_AYH9TpKKvr10H8QeMoe8OCjY2Bd64CgCh4NOBsQ5U1CIeA&oe=67EED7D9,https://www.facebook.com/PRKongkrailas,https://www.kongkrailas.go.th/home,กงไกรลาศ,สุโขทัย,1,ในเขตเทศบาล,64,992,เทศบาลตำบลกงไกรลาศ,เทศบาลตำบล,641992,7,เหนือ,1,กง,,,,382,15683.44066,9289944.044,{409FB165-1F17-4F05-969B-DAD7B76805BC},
4,เทศบาลตำบลกงพานพันดอน,,https://scontent.fcnx3-1.fna.fbcdn.net/v/t39.30808-6/272988127_305944021570438_1647352064202221296_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=6ee11a&_nc_ohc=r_cZIO5oi6UQ7kNvgH9l_U5&_nc_oc=Adn0p79b2RuItbFFHYMYlNxGZuqAXXqDIpfXMaSRV-R_kHiBEDVlQ7iw90OPO_KlQ0Q&_nc_zt=23&_nc_ht=scontent.fcnx3-1.fna&_nc_gid=TgjUhWFEDJ4equ1i-E5d8Q&oh=00_AYGP3gvxQX3l3PiYvng4nxvYsM79IMVx7FhvYjKtdehX_w&oe=67EEDA3D,https://www.facebook.com/profile.php?id=100064645271308,https://www.kongpanphandon.go.th/myhome,กุมภวาปี,อุดรธานี,1,ในเขตเทศบาล,41,964,เทศบาลตำบลกงพานพันดอน,เทศบาลตำบล,411964,6,ตะวันออกเฉียงเหนือ,2,พันดอน,,,,70,52273.41878,55816027.69,{B9A51101-3796-4C17-8F52-7AF044B77BBB},
16,เทศบาลตำบลกงรถ,,https://scontent.fcnx3-1.fna.fbcdn.net/v/t39.30808-6/339320181_931879678234591_7466361589011361180_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=6ee11a&_nc_ohc=-Zl9OWdXDlMQ7kNvgEy3HVV&_nc_oc=Adl1-AD2xao_IC-uSRPbf1yMHwC4QKU8l3_aFzrmQlcWxNxe-BzTbCMIsq12_ONi2I8&_nc_zt=23&_nc_ht=scontent.fcnx3-1.fna&_nc_gid=DqRRoaZbz0SpltIvsmQMow&oh=00_AYELJz45w3R_B93Q_9YVZlhCKc9L-4uXbhGgNVOeyKZS3w&oe=67EEAAB7,https://www.facebook.com/p/%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%95%E0%B8%B3%E0%B8%9A%E0%B8%A5%E0%B8%81%E0%B8%87%E0%B8%A3%E0%B8%96-100091814844001/,https://www.kongrod.go.th/,ห้วยแถลง,นครราชสีมา,1,ในเขตเทศบาล,30,911,เทศบาลตำบลกงรถ,เทศบาลตำบล,301911,6,ตะวันออกเฉียงเหนือ,7,กงรถ,,,,2287,41655.13208,49393287.16,{737FEAA8-0C69-4CBF-8BCE-6F47E1EB7471},
2,เทศบาลตำบลกงหรา,,https://map.longdo.com/ws/image/thumbnail?id=A10261298,https://www.facebook.com/profile.php?id=100010055282384,https://www.konghra.go.th/index.php,กงหรา,พัทลุง,1,ในเขตเทศบาล,93,963,เทศบาลตำบลกงหรา,เทศบาลตำบล,931963,3,ใต้,1,กงหรา,,,,2349,39755.0451,52675049.29,{8B33BB2F-9E26-4261-A540-8EAD666C466A},
2,เทศบาลตำบลกบินทร์,,https://scontent.fcnx3-1.fna.fbcdn.net/v/t39.30808-6/273028436_245176241132552_2651825588582260944_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=6ee11a&_nc_ohc=pMj85l1N4XIQ7kNvgFRgsy2&_nc_oc=AdlQgms1O5yXX1YsvHtFljUUyBbcO5bojS7DEzvp9pv29gmzW5vWXlhzWQlq9SeQFjQ&_nc_zt=23&_nc_ht=scontent.fcnx3-1.fna&_nc_gid=W8N9Xh6ia9IFnmLjFClk-g&oh=00_AYES4jDBb7a3YLjr2Q02H-atKseGmr3bvO0Wk3IN0i-7bQ&oe=67EEBE89,https://www.facebook.com/profile.php?id=100069205329919,https://www.kabin.go.th/home,กบินทร์บุรี,ปราจีนบุรี,1,ในเขตเทศบาล,25,998,เทศบาลตำบลกบินทร์,เทศบาลตำบล,251998,5,ตะวันออก,1,กบินทร์,,,,1295,9868.020999,3660393.355,{D30D47B5-FB51-42B9-B4CE-99A17BD7B308},
3,เทศบาลตำบลกมลาไสย,,https://scontent.fcnx3-1.fna.fbcdn.net/v/t39.30808-6/272989862_305431261614448_930133709938608935_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=6ee11a&_nc_ohc=h6Gs_6PTgI8Q7kNvgFx955g&_nc_oc=Adl2sgQZ27FcSt0oM_Lbuy8n8MiM7CbhTcQzIxouSgMWwi3KVhcuqqgX_6m23rYNe4s&_nc_zt=23&_nc_ht=scontent.fcnx3-1.fna&_nc_gid=q-29JwyjCVL8lq5Ri3R7OQ&oh=00_AYFpsrO00u49QhS3_mbNIO7Whp7g4ZXel0Uk6u3kfhXovg&oe=67EEB723,https://www.facebook.com/kamalasai.043899154,http://www.kamalasai.go.th/,กมลาไสย,กาฬสินธุ์,1,ในเขตเทศบาล,46,995,เทศบาลตำบลกมลาไสย,เทศบาลตำบล,461995,6,ตะวันออกเฉียงเหนือ,1,กมลาไสย,,,,738,22438.8732,15673677.83,{5A9BB515-5F3A-4ED1-AB0B-118C826F2AEE},
8,เทศบาลตำบลกรอกสมบูรณ์,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQD3NdY9IqLtn5qWwrU7EdhMpmuSMo1aF2NEA&s,https://www.facebook.com/tt.kroksomboon,https://ksb.go.th/public/,ศรีมหาโพธิ,ปราจีนบุรี,1,ในเขตเทศบาล,25,990,เทศบาลตำบลกรอกสมบูรณ์,เทศบาลตำบล,251990,5,ตะวันออก,10,กรอกสมบูรณ์,,,,1331,16437.03176,9563913.452,{AEC62D9A-73BE-48D4-BA44-0C5B53874316},
9,เทศบาลตำบลกระจัน,,https://scontent.fcnx3-1.fna.fbcdn.net/v/t39.30808-1/324724267_716639953399389_5500939087737239580_n.jpg?stp=dst-jpg_s480x480_tt6&_nc_cat=108&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=vWozIraslUsQ7kNvgHWnoo6&_nc_oc=Adlm4grxgAVbWgSiUI_-i0DBmR8UoaXMMWNb5q3W6HxoNfNsT8u0o0O5C4xRbgXMayQ&_nc_zt=24&_nc_ht=scontent.fcnx3-1.fna&_nc_gid=Rui_fBz0CS9OrEYSrL9Y_Q&oh=00_AYFGhvkzyp2vR8Lz4eLMDuwHsTbduRPVNKnUu3m6tTdipw&oe=67EED94A,https://www.facebook.com/profile.php?id=100067930755034,http://www.krajan.go.th/,อู่ทอง,สุพรรณบุรี,1,ในเขตเทศบาล,72,969,เทศบาลตำบลกระจัน,เทศบาลตำบล,721969,2,กลาง,13,กระจัน,,,,1679,26132.08853,23538230.45,{994D3253-8E30-49C8-8B12-61A882304A21},
5,เทศบาลตำบลกระจับ,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZOelhUYnODPApQ_ZxbIXX-3hOVoZJjrqO2g&s,https://www.facebook.com/krachab,https://www.krachab.go.th/,บ้านโป่ง,ราชบุรี,1,ในเขตเทศบาล,70,987,เทศบาลตำบลกระจับ,เทศบาลตำบล,701987,2,กลาง,6,หนองอ้อ,,,,2195,25232.95129,10550217.18,{A549D2BF-E8A1-47B9-921F-196C3DB77F97},
2,เทศบาลตำบลกระดังงา,,https://lh4.googleusercontent.com/proxy/ebHXmE_lF4gnFzNyH9JCDNpJ7BmQ_h-a7WLCoGWZLg2ZfG_q9K-OEqFT8qSCKfCDARKwoL4AULIA584SkEIsWOJHFynW3Uw,https://www.facebook.com/profile.php?id=100064893211816,http://www.kdg.go.th/,บางคนที,สมุทรสงคราม,1,ในเขตเทศบาล,75,997,เทศบาลตำบลกระดังงา,เทศบาลตำบล,751997,2,กลาง,1,กระดังงา,,,,828,5309.871461,1186939.87,{96D2E1D3-0940-4E50-9E1F-47CD59BAABF1},
1,เทศบาลตำบลกระบี่น้อย,,https://scontent.fcnx3-1.fna.fbcdn.net/v/t39.30808-1/337160010_767724521540395_2411297712381471323_n.jpg?stp=dst-jpg_s480x480_tt6&_nc_cat=103&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=5k-of5bKUiMQ7kNvgFsh_4d&_nc_oc=AdlLUkXjghYhCYdOUUTbjKvHPAf7QgfQWPTxgHK-2ZUy4P6vGv7WDfBXYKdz78Ed8kM&_nc_zt=24&_nc_ht=scontent.fcnx3-1.fna&_nc_gid=7T0qeXndwI3lUEkTfmgrpw&oh=00_AYFiiS7edxoHPcXMOrbVZLth4zxUb--UOZvaMy9jmCeMEg&oe=67EECD8E,https://www.facebook.com/krabinoi.go.th,https://www.krabinoi.go.th/intro,เมืองกระบี่,กระบี่,1,ในเขตเทศบาล,81,989,เทศบาลตำบลกระบี่น้อย,เทศบาลตำบล,811989,3,ใต้,3,กระบี่น้อย,,,,1899,68762.10403,139791772.6,{67ED4D91-5272-4F39-B67E-8360F8A54907},
3,เทศบาลตำบลกระสัง,,https://scontent.fcnx3-1.fna.fbcdn.net/v/t39.30808-1/307152971_469193748567870_4928346015442730182_n.jpg?stp=dst-jpg_s480x480_tt6&_nc_cat=107&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=xuI_xKaHDHIQ7kNvgF2zl_v&_nc_oc=AdnmlFypN0F-RYyrLI43mHva8yJjm-RxA8PKsz6dtCwNbYWG62_8BZyWLbK-vfnSgSM&_nc_zt=24&_nc_ht=scontent.fcnx3-1.fna&_nc_gid=nF2sPzGTFXwweCtZdpOwfw&oh=00_AYH6P9yTlUwuGtd3Z-ycdaHKtK6N0Cl1mGV3kcHRez1CKQ&oe=67EEC63D,https://www.facebook.com/profile.php?id=100064317476683,https://www.kscity.go.th/,กระสัง,บุรีรัมย์,1,ในเขตเทศบาล,31,995,เทศบาลตำบลกระสัง,เทศบาลตำบล,311995,6,ตะวันออกเฉียงเหนือ,1,กระสัง,,,,658,5310.37758,1663466.387,{9178F0E6-368A-4FC4-9139-12E2C409F5C4},
8,เทศบาลตำบลกระแสสินธุ์,,https://scontent.fcnx3-1.fna.fbcdn.net/v/t39.30808-6/277781900_381272100672302_497920849714186061_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=6ee11a&_nc_ohc=alT_aQ0hzYoQ7kNvgHnFwot&_nc_oc=AdndYpxuDbMoJahYnB9xvFviMaDXAP1Qvcn2XxnCpdpN-15L7NxweU88cNYbmLxj68I&_nc_zt=23&_nc_ht=scontent.fcnx3-1.fna&_nc_gid=87bmyjJOpEH3KuyrhVKyHg&oh=00_AYFZupcEerlyMhau_iD4sz2NF69VOH7vyPcSFIuWZ897HA&oe=67EED642,https://www.facebook.com/Krasaesin.SM,http://www.krasaesin.go.th/frontpage,กระแสสินธุ์,สงขลา,1,ในเขตเทศบาล,90,968,เทศบาลตำบลกระแสสินธุ์,เทศบาลตำบล,901968,3,ใต้,4,กระแสสินธุ์,,,,1658,23079.63014,22435007.82,{E748B9EF-4E33-4515-9EA4-9A331BD322E4},
4,เทศบาลตำบลกระโสม,,https://scontent.fcnx3-1.fna.fbcdn.net/v/t39.30808-6/273300400_305688661599371_781031027590967857_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=6ee11a&_nc_ohc=nuVSALWHpSwQ7kNvgH38GGp&_nc_oc=Adn-3t777gwyf4sGqaEkYr7qB3MMInJqM9XAGbuZxAR_YMjdNuP5mo9gcnFNszb7avc&_nc_zt=23&_nc_ht=scontent.fcnx3-1.fna&_nc_gid=Uew9PyXyxXlhw1LzynS6Jw&oh=00_AYEAFFR0CQdreymiyKLPOLdK5RPfE1_CzsznpNbIBz4qXQ&oe=67EED4C7,https://www.facebook.com/www.krasomcity.go.th,https://www.krasomcity.go.th/,ตะกั่วทุ่ง,พังงา,1,ในเขตเทศบาล,82,995,เทศบาลตำบลกระโสม,เทศบาลตำบล,821995,3,ใต้,2,กระโสม,,,,799,7361.401654,1931774.386,{2AD2273A-1827-4645-A325-573DC7AA97BC},
8,เทศบาลตำบลกระหวัน,,https://krawan.go.th/UserFiles/LOGO_5_.png,https://www.facebook.com/Krawan.go.th,https://krawan.go.th/public/,ขุนหาญ,ศรีสะเกษ,1,ในเขตเทศบาล,33,983,เทศบาลตำบลกระหวัน,เทศบาลตำบล,331983,6,ตะวันออกเฉียงเหนือ,6,กระหวัน,,,,2232,33525.244,32350784.5,{91E4B969-A4F8-4F14-817F-42BE8D2FCDF0},
4,เทศบาลตำบลกระหาด,,https://krahard.go.th/images/raxo_thumbs/amp/tb-w246-h150-fit-int-2ee0cba075c0ebbc4bf559b681feab74.jpg,https://www.facebook.com/profile.php?id=100079659614364,https://www.krahard.go.th/,จอมพระ,สุรินทร์,1,ในเขตเทศบาล,32,976,เทศบาลตำบลกระหาด,เทศบาลตำบล,321976,6,ตะวันออกเฉียงเหนือ,3,กระหาด,,,,2354,21791.66348,22199465.15,{1A13D909-AD03-4DB2-9D5A-B7AFF3B8DECF},
5,เทศบาลตำบลกรับใหญ่,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQtubz6_NfxhuTgdP0D4c_QOhJqY3t_5YTm0w&s,https://www.facebook.com/tkrabyai,https://krabyai.go.th/,บ้านโป่ง,ราชบุรี,1,ในเขตเทศบาล,70,975,เทศบาลตำบลกรับใหญ่,เทศบาลตำบล,701975,2,กลาง,3,กรับใหญ่,,,,2182,33865.74005,50501771.84,{08F5922B-461C-4189-B6BA-D1DFB0E816E4},
2,เทศบาลตำบลกรูด,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRXnmGbjv8V2EwVpf_-N9k5OyehLneBBOG_OQ&s,https://www.facebook.com/krutcity.krutcity,https://www.krut.go.th/,กาญจนดิษฐ์,สุราษฎร์ธานี,1,ในเขตเทศบาล,84,969,เทศบาลตำบลกรูด,เทศบาลตำบล,841969,3,ใต้,5,กรูด,,,,462,50952.43675,88652732.48,{CB2CF063-DD2A-4C27-942C-FC9229CF8D44},
21,เทศบาลตำบลกลางดง,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQeysik1CjsXF6owHFm11rulZW3QCeWhQOgzw&s,https://www.facebook.com/klangdongcity.go.th,https://www.klangdongcity.go.th/,ปากช่อง,นครราชสีมา,1,ในเขตเทศบาล,30,961,เทศบาลตำบลกลางดง,เทศบาลตำบล,301961,6,ตะวันออกเฉียงเหนือ,2,กลางดง,,,,1786,18683.19227,16881259.69,{8C73F2E4-7602-493B-9511-5C4AEBFA20EA},
9,เทศบาลตำบลกลางดง,,https://www.klangdong.go.th/image/concept/concept_20.png,https://www.facebook.com/thesbal.tabl.klang.dng.x.thungseliym.c.sukhothay,https://www.klangdong.go.th/home,ทุ่งเสลี่ยม,สุโขทัย,1,ในเขตเทศบาล,64,980,เทศบาลตำบลกลางดง,เทศบาลตำบล,641980,7,เหนือ,4,กลางดง,,,,341,114189.459,322607571.7,{0A539849-0A78-4FA1-8F8A-2AF638DD57BD},
7,เทศบาลตำบลกลางเวียง,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8dskMlSvi0uU7QP1S5CX7hdRyF5d4MzJfWg&s,https://www.facebook.com/profile.php?id=100064302205356,https://www.klang-wiang.go.th/home,เวียงสา,น่าน,1,ในเขตเทศบาล,55,990,เทศบาลตำบลกลางเวียง,เทศบาลตำบล,551990,7,เหนือ,10,ปงสนุก,,,,1388,97199.25179,116250099.7,{78AB3EC5-1B82-4E3E-A096-A9B7DFEA63A1},
1,เทศบาลตำบลกลางหมื่น,,https://www.klangmuen.go.th/images/staticcontent/image-5524.jpg,https://www.facebook.com/pages/%E0%B8%AA%E0%B8%B3%E0%B8%99%E0%B8%B1%E0%B8%81%E0%B8%87%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%95%E0%B8%B3%E0%B8%9A%E0%B8%A5%E0%B8%81%E0%B8%A5%E0%B8%B2%E0%B8%87%E0%B8%AB%E0%B8%A1%E0%B8%B7%E0%B9%88%E0%B8%99%20%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%81%E0%B8%B2%E0%B8%AC%E0%B8%AA%E0%B8%B4%E0%B8%99%E0%B8%98%E0%B9%8C/1017233664968626/#,https://www.klangmuen.go.th/index.php,เมืองกาฬสินธุ์,กาฬสินธุ์,1,ในเขตเทศบาล,46,950,เทศบาลตำบลกลางหมื่น,เทศบาลตำบล,461950,6,ตะวันออกเฉียงเหนือ,16,กลางหมื่น,,,,1163,48879.35495,44683005.27,{5D27ED25-191E-4721-885A-7D260EAAFD1F},
17,เทศบาลตำบลกลางใหญ่,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ6OHK6iOYQD-v-7Am7o_EBIG3mvEIpKNR36g&s,https://www.facebook.com/KlangyaiSubdistrictMunicipality/?locale=th_TH,https://www.klangyai.go.th/,บ้านผือ,อุดรธานี,1,ในเขตเทศบาล,41,936,เทศบาลตำบลกลางใหญ่,เทศบาลตำบล,411936,6,ตะวันออกเฉียงเหนือ,8,กลางใหญ่,,,,2420,61108.49322,111770628,{F684226A-29F2-4417-B075-D78B992D0AAF},
1,เทศบาลตำบลกวนวัน,,https://www.tambonkhunwan.go.th/images/dynamiccontent/image-photo1-450765.png,https://www.facebook.com/tambonkhuwan/?locale=th_TH,https://www.tambonkhunwan.go.th/index.php?op=homecontent,เมืองหนองคาย,หนองคาย,1,ในเขตเทศบาล,43,976,เทศบาลตำบลกวนวัน,เทศบาลตำบล,431976,6,ตะวันออกเฉียงเหนือ,4,กวนวัน,,,,989,14257.22514,9117395.156,{67D31A4F-C77C-489B-99C0-9B89793E2C68},
4,เทศบาลตำบลก้อ,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRZS7jwdYuGHxpcGfm0eSP1Qyh_Xmy0FoJkjw&s,https://www.facebook.com/p/%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%95%E0%B8%B3%E0%B8%9A%E0%B8%A5%E0%B8%81%E0%B9%89%E0%B8%AD-100076999601369/?locale=th_TH,http://tambonkor.go.th/,ลี้,ลำพูน,1,ในเขตเทศบาล,51,963,เทศบาลตำบลก้อ,เทศบาลตำบล,511963,7,เหนือ,5,ก้อ,,,,1939,147168.3607,591527776.9,{4A979EEE-DF84-4C4C-9953-777BEB43F2D6},
1,เทศบาลตำบลกองควาย,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcREvGxS8aF_whcTO9Aqqmg3TUoPd8toKZHp2g&s,https://www.facebook.com/kongkway.nan/?locale=th_TH,https://kongkwai.go.th/event,เมืองน่าน,น่าน,1,ในเขตเทศบาล,55,983,เทศบาลตำบลกองควาย,เทศบาลตำบล,551983,7,เหนือ,9,กองควาย,,,,1291,31268.37134,29758453.78,{420304A7-3258-4946-975B-36C05931565D},
3,เทศบาลตำบลกองดิน,,https://www.tessabankongdin.go.th/upload/tiny/wF7bF01YyxGI31.jpg,https://www.facebook.com/www.tessabankongdin.go.th/?locale=th_TH,http://tessabankongdin.webthailocal.com/page.php,แกลง,ระยอง,1,ในเขตเทศบาล,21,992,เทศบาลตำบลกองดิน,เทศบาลตำบล,211992,5,ตะวันออก,10,กองดิน,,,,1891,25212.61147,16962753.96,{9DB53665-4BF0-4F1B-8426-86BE8BD4429C},
2,เทศบาลตำบลกองนาง,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT4WehUGYiDTVDMcy-7yUwssBVaLtZjBxU5VA&s,https://www.facebook.com/kongnanglocal/,https://www.kongnang.go.th/index.php,ท่าบ่อ,หนองคาย,1,ในเขตเทศบาล,43,966,เทศบาลตำบลกองนาง,เทศบาลตำบล,431966,6,ตะวันออกเฉียงเหนือ,3,กองนาง,,,,997,38166.0053,38456397.91,{F2481609-F8BA-4AB6-B221-6B9D91C9D935},
5,เทศบาลตำบลกะทูน,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSliz9vvcDwGsB_eXynpTSEiCTvyo3MbGmHXQ&s,https://www.facebook.com/tht.ka.thun.x.phipun/,https://www.kathuncity.go.th/index.php,พิปูน,นครศรีธรรมราช,1,ในเขตเทศบาล,80,951,เทศบาลตำบลกะทูน,เทศบาลตำบล,801951,3,ใต้,2,กะทูน,,,,207,64750.90816,133311238.1,{B4F8C9C5-F717-4BA4-BD51-4E0FC1621AB9},
9,เทศบาลตำบลกะปาง,,https://www.kapang.go.th/storage/logo/16936253942.png,https://www.facebook.com/kapang.kapang.3766/,https://www.kapang.go.th/intro,ทุ่งสง,นครศรีธรรมราช,1,ในเขตเทศบาล,80,958,เทศบาลตำบลกะปาง,เทศบาลตำบล,801958,3,ใต้,8,กะปาง,,,,219,64149.6171,81827021.13,{2705D7F0-CB7A-4CE1-B853-BA0D9893B97E},
3,เทศบาลตำบลกะเปอร์,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNFpnj3xdSGgXRZ_uWc6Z7Z-2DAMyIl9U6mQ&s,https://www.facebook.com/p/%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%95%E0%B8%B3%E0%B8%9A%E0%B8%A5%E0%B8%81%E0%B8%B0%E0%B9%80%E0%B8%9B%E0%B8%AD%E0%B8%A3%E0%B9%8C-100090359463278/,https://www.kapercity.go.th/,กะเปอร์,ระนอง,1,ในเขตเทศบาล,85,995,เทศบาลตำบลกะเปอร์,เทศบาลตำบล,851995,3,ใต้,2,กะเปอร์,,,,1376,5399.058431,1089083.565,{1759D5CB-44F9-48E0-AD25-219130470529},
1,เทศบาลตำบลกะรน,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWhlkGSpKzdTeSWx6RCa-85l4AwUhHHDy0ag&s,https://www.karoncity.go.th/frontpage,https://www.facebook.com/karoncity/?locale=th_TH,เมืองภูเก็ต,ภูเก็ต,1,ในเขตเทศบาล,83,997,เทศบาลตำบลกะรน,เทศบาลตำบล,831997,3,ใต้,8,กะรน,,,,619,34301.63596,22514048.75,{9D49498E-7956-4581-AD9F-7F9509644C85},
1,เทศบาลตำบลกะลุวอเหนือ,,https://www.เปิดสอบราชการ.com/img/articles/27832050920241118_172825.jpg,https://www.facebook.com/nayokkarun/?locale=th_TH,http://kaluwonuea.go.th/,เมืองนราธิวาส,นราธิวาส,1,ในเขตเทศบาล,96,984,เทศบาลตำบลกะลุวอเหนือ,เทศบาลตำบล,961984,4,ใต้ชายแดน,6,กะลุวอเหนือ,,,,2015,41428.00492,44555004.62,{7E541F57-7E71-4FA8-8321-5B1FC80A8C9E},
5,เทศบาลตำบลกังแอน,,https://surin.prd.go.th/th/file/get/file/2022112313264068d108c6901b3592ea654fcd57104939.jpg,https://www.facebook.com/kangann1999/?locale=th_TH,https://kangann.go.th/index.php,ปราสาท,สุรินทร์,1,ในเขตเทศบาล,32,994,เทศบาลตำบลกังแอน,เทศบาลตำบล,321994,6,ตะวันออกเฉียงเหนือ,1,กังแอน,,,,2295,10812.33749,5276538.044,{90F61071-89AC-4BCA-A65C-0D16B75668A1},
5,เทศบาลตำบลกันตวจระมวล,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQBUuPmC3f78gb9rtS0nN8BTgWlIQFxI4z0jQ&s,https://www.facebook.com/kantuadramuan/?locale=th_TH,https://kantuad.go.th/,ปราสาท,สุรินทร์,1,ในเขตเทศบาล,32,978,เทศบาลตำบลกันตวจระมวล,เทศบาลตำบล,321978,6,ตะวันออกเฉียงเหนือ,16,กันตวจระมวล,,,,2372,34547.93388,45361904.45,{CE847C91-591F-43BC-BE92-9E31EE488B9F},
8,เทศบาลตำบลกันทรอม,,https://tessaban.net/_files_aorbortor/050833/news/thumb/050833_0_20240312-163724.jpg,https://www.facebook.com/p/%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%95%E0%B8%B3%E0%B8%9A%E0%B8%A5%E0%B8%81%E0%B8%B1%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B8%AD%E0%B8%A1-100072480814671/,https://www.kantrom.go.th/,ขุนหาญ,ศรีสะเกษ,1,ในเขตเทศบาล,33,982,เทศบาลตำบลกันทรอม,เทศบาลตำบล,331982,6,ตะวันออกเฉียงเหนือ,9,กันทรอม,,,,2233,86241.57671,181041132.5,{5AF2F813-0C2E-44C9-968B-CD43C1F825FE},
